125,2,0.44027909176915797,0.3452395806960499,5
125,3,0.2948202459791864,0.20188629233637287,5
125,4,0.3721617786187323,0.32337712060275337,5
125,5,0.3721617786187323,0.34148723931397423,5
125,6,0.2870151371807001,0.20628262676591,5
125,7,0.27968306527909176,0.20017678355278806,5
125,8,0.33964049195837276,0.3397440354920148,5
125,9,0.3553689687795648,0.38554341430702493,5
125,10,0.3198912015137181,0.18600111978711978,5
125,11,0.2625354777672658,0.14264780453002054,5
125,12,0.3281693472090823,0.33412569117142493,5
125,13,0.3763008514664144,0.339514745915415,5
125,14,0.3197729422894986,0.3584429355807453,5
125,15,0.2871333964049196,0.14173494776357107,5
125,16,0.32426679280983917,0.17174635253749593,5
125,17,0.2905629139072848,0.20642028830346856,5
125,18,0.3382213812677389,0.36917953938995773,5
125,19,0.2911542100283822,0.20750675113693334,5
64,2,0.35087511825922424,0.23032545991650274,5
64,3,0.33987701040681173,0.22429089689555196,5
64,4,0.3248580889309366,0.3369880733020332,5
64,5,0.3386944181646168,0.25174861344113253,5
64,6,0.3323084200567644,0.20566490851088395,5
64,7,0.34602649006622516,0.23476849593801366,5
64,8,0.3249763481551561,0.3525433917583551,5
64,9,0.386116367076632,0.36483127751487265,5
64,10,0.35241248817407755,0.351835948684821,5
64,11,0.32509460737937557,0.17702607735803386,5
64,12,0.34259697256385996,0.2069942834002638,5
64,13,0.27471617786187325,0.17380245926293836,5
64,14,0.3855250709555345,0.3818084647204649,5
64,15,0.2924550614947966,0.20186514370698316,5
64,16,0.33904919583727533,0.21556204299799578,5
64,17,0.35075685903500475,0.38019059771028846,5
64,18,0.41106906338694416,0.23770586031280627,5
64,19,0.2955298013245033,0.17475513349404512,5
32,2,0.41911069063386946,0.2866214656484506,5
32,3,0.30357142857142855,0.2580531927171312,5
32,4,0.28382213812677387,0.20187444442621155,5
32,5,0.39191106906338696,0.2867960448833647,5
32,6,0.34519867549668876,0.236670065241892,5
32,7,0.3198912015137181,0.2053835067359828,5
32,8,0.34732734153263956,0.19434806754771444,5
32,9,0.3735808893093661,0.32262511400723415,5
32,10,0.2980132450331126,0.2865635048936065,5
32,11,0.30368968779564803,0.2181865216518821,5
32,12,0.3442526017029328,0.37665375821448693,5
32,13,0.3284058656575213,0.18440738187206565,5
32,14,0.2919820245979186,0.20017020557759294,5
32,15,0.32911542100283825,0.18419912639751732,5
32,16,0.3273415326395459,0.17992650176666045,5
32,17,0.4035004730368969,0.3706082576487912,5
32,18,0.33278145695364236,0.23198750194710277,5
32,19,0.29517502365184484,0.20534949522039544,5
